aau_name;url;UDD5;displaydocclass;instpostdistrikt;studietidtx;afbrud;afbrud_statusaar;afbrud_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;;;;;branchetxt1;branchetxt2;branchetxt3;branchetxt4;branchepct1;branchepct2;branchepct3;branchepct4;offt_privat;branche_statusaar;branche_n;maanedloenp25_10aar;maanedloen_10aar;maanedloenp75_10aar;maanedloen_10aar_n;maanedloen_10aar_statusaar;ledighed_10aar;ledighed_10aar_statusaar;ledighed_10aar_n;ivaerksaetteri;ivaerksaetteri_statusaar;ivaerksaetteri_n;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdsform_faste_aften_nat_pct;arbejdsform_fastedagtimer_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_n;arbejdsform_statusaar;arbejdstid_timer;arbejdstid_n;arbejdstid_statusaar;dimbesvarelser_antal;dimbesvarelser_pct;fagligmiljo_likert;fagligmiljo_n;fagligmiljo_statusaar;fagligtmotivation_likert;fagligtmotivation_n;fagligtmotivation_statusaar;foerstejob1pct;foerstejob2pct;foerstejob3pct;foerstejob4pct;foerstejob1tx;foerstejob2tx;foerstejob3tx;foerstejob4tx;foerstejob_n;foerstejob_statusaar;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;jobskabende_n;jobskabende_statusaar;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;kompetencerudd_n;kompetencerudd_statusaar;kvalitet_likert;kvalitet_n;kvalitet_statusaar;medstuderende_likert;medstuderende_n;medstuderende_statusaar;relevans_overens_udd_job_likert;relevans_overens_udd_job_n;rel_over_udd_job_statusaar;ruster_til_job_likert;ruster_til_job_n;ruster_til_job_statusaar;socialtmiljo_likert;socialtmiljo_n;socialtmiljo_statusaar;socialtmotivation_likert;socialtmotivation_n;socialtmotivation_statusaar;studbesvarelser_antal;studbesvarelser_pct;tidsforbrug_frivilligtxt;tidsforbrug_selvstudiumtxt;tidsforbrug_studiejobtxt;tidsforbrug_undervisningtxt;tidsforbrug_n;tidsforbrug_statusaar;udbytte_undervisning_likert;udbytte_undervisning_n;udb_undervisning_statusaar;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;udlandet_n;udlandet_statusaar;undervisere_engagerede_likert;undervisere_engagerede_n;und_engagerede_statusaar;undervisere_faglighed_likert;undervisere_faglighed_n;und_faglighed_statusaar;undervisere_feedback_likert;undervisere_feedback_n;und_feedback_statusaar;undervisere_formidling_likert;undervisere_formidling_n;und_formidling_statusaar;undervisere_kontakt_likert;undervisere_kontakt_n;und_kontakt_statusaar;undervisningsform_n;undervisningsform_statusaar
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/nanobioteknologi;83700;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,7;10;2016/2017;4,3;10;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,7;10;2016/2017;3,8;10;2016/2017;;;Ingen data;;;Ingen data;4,3;10;2016/2017;4,5;10;2016/2017;10;67;0;35;10;25;10;2016/2017;4,2;10;2016/2017;;;;;Ingen data;4;10;2016/2017;4,3;10;2016/2017;4,1;10;2016/2017;3,8;10;2016/2017;4;10;2016/2017;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/netvaerk-og-distribuerede-systemer;52140;Kandidatuddannelse;Aalborg;1 år og 7 måneder;5;2013-2015;20;Gruppearbejde;Forelæsninger;Projektarbejde;Selvstudie;Faglig vejledning fra din underviser;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,5;10;2016/2017;4;10;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,4;10;2016/2017;4,1;10;2016/2017;;;Ingen data;;;Ingen data;4,2;10;2016/2017;4,1;10;2016/2017;11;79;;;;;;Ingen data;3,9;10;2016/2017;;;;;Ingen data;3,8;10;2016/2017;4,3;10;2016/2017;3,7;10;2016/2017;3,1;10;2016/2017;4,1;10;2016/2017;11;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/energi-og-miljoeplanlaegning;83340,3125;Kandidatuddannelse;Aalborg;1 år og 10 måneder;12;2013-2015;189;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Klasseundervisning;;;;;Offentlig administration forsvar og politi;Videnservice;Energiforsyning;Øvrige brancher;27;26;12;34;42;2012-2014;186;;;;;Ingen data;;Ingen data;;;Ingen data;;0;2;0;17;63;2;17;52;2016/2017;39;52;2016/2017;66;28;4,11;36;2016/2017;3,92;36;2016/2017;46;21;10;6;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg søgte uopfordret;Jeg blev headhuntet;52;2016/2017;De kompetencer jeg fik fra uddannelsen;Praktik;Netværk;Jeg har den uddannelse som er en forudsætning for jobbet;Afsluttende opgave;48;2016/2017;Evnen til at samarbejde;Tværfaglige og projektorienterede kompetencer;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;48;2016/2017;3,88;33;2016/2017;3,6;35;2016/2017;3,48;52;2016/2017;3,77;52;2016/2017;3,97;36;2016/2017;3,94;36;2016/2017;40;43;2;25;5;31;33;2016/2017;3,91;35;2016/2017;2;87;12;52;2016/2017;4,37;35;2016/2017;4,46;35;2016/2017;3,8;35;2016/2017;3,69;35;2016/2017;4,31;35;2016/2017;32;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/energi-og-miljoeplanlaegning;83340,3125;Kandidatuddannelse;København SV;1 år og 10 måneder;12;2013-2015;189;;;;;;;;;;Offentlig administration forsvar og politi;Videnservice;Energiforsyning;Øvrige brancher;27;26;12;34;42;2012-2014;186;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/produktion;83310,3123;Kandidatuddannelse;Aalborg;1 år og 11 måneder;11;2013-2015;91;Projektarbejde;Gruppearbejde;Selvstudie;Forelæsninger;Klasseundervisning;;;;;Industri;Videnservice;Handel;Øvrige brancher;46;28;8;18;95;2012-2014;834;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;5;64;0;31;64;2016/2017;41;64;2016/2017;76;42;3,91;11;2016/2017;3,55;11;2016/2017;48;18;15;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg blev headhuntet;Jeg fik job gennem mit netværk;67;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Projekt i samarbejde med offentlig eller privat virksomhed;Gode karakterer;64;2016/2017;Analytiske kompetencer;Tekniske kompetencer;Evnen til at samarbejde;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;60;2016/2017;3,91;11;2016/2017;3,55;11;2016/2017;4,2;64;2016/2017;4,52;64;2016/2017;4,27;11;2016/2017;4,45;11;2016/2017;15;54;0;35;6;27;11;2016/2017;4,09;11;2016/2017;15;78;7;67;2016/2017;4,18;11;2016/2017;4,36;11;2016/2017;4,27;11;2016/2017;3,55;11;2016/2017;4,45;11;2016/2017;11;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/regulering-og-automation;52160;Kandidatuddannelse;Aalborg;1 år og 9 måneder;14;2013-2015;43;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,53;17;2016/2017;4;17;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,41;17;2016/2017;3,65;17;2016/2017;;;Ingen data;;;Ingen data;4,12;17;2016/2017;4,35;17;2016/2017;20;54;5;34;5;34;17;2016/2017;4;17;2016/2017;;;;;Ingen data;4,06;17;2016/2017;4,53;17;2016/2017;3,71;17;2016/2017;3,41;17;2016/2017;4,53;17;2016/2017;14;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/signalbehandling-og-beregning;52370;Kandidatuddannelse;Aalborg;;0;2013-2015;13;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sikkerhed-og-risikostyring;83100;Kandidatuddannelse;Esbjerg;;;Ingen data;;Gruppearbejde;Projektarbejde;Klasseundervisning;Selvstudie;Forelæsninger;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,75;12;2016/2017;3,67;12;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,25;12;2016/2017;3,58;12;2016/2017;;;Ingen data;;;Ingen data;3,75;12;2016/2017;3,5;12;2016/2017;13;43;3;32;13;22;12;2016/2017;3,75;12;2016/2017;;;;;Ingen data;3,58;12;2016/2017;3,25;12;2016/2017;2,92;12;2016/2017;3;12;2016/2017;3,33;12;2016/2017;12;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/software;62610,31060,31070,83390;Kandidatuddannelse;Aalborg;1 år og 9 måneder;6;2013-2015;97;Projektarbejde;Gruppearbejde;Forelæsninger;Øvelsestimer;Selvstudie;;;;;Information og kommunikation;Finansiering og forsikring;Handel;Øvrige brancher;59;16;8;17;95;2012-2014;390;43.400;48.300;50.300;17;2013-2015;0;2013-2016;18;;Ingen data;;0;0;0;10;80;0;10;30;2016/2017;40;30;2016/2017;33;31;4,5;28;2016/2017;3,86;28;2016/2017;37;20;17;17;Jeg søgte og blev ansat efter et stillingsopslag;Jeg blev headhuntet;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;30;2016/2017;De kompetencer jeg fik fra uddannelsen;Studiejob;Gode karakterer;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;27;2016/2017;Tilegnelse af ny viden;Tekniske kompetencer;Evnen til at samarbejde;IT-færdigheder;Min evne til at arbejde struktureret og overholde deadlines;27;2016/2017;4,37;27;2016/2017;3,71;28;2016/2017;4,2;30;2016/2017;4,33;30;2016/2017;3,93;28;2016/2017;4,25;28;2016/2017;33;36;2;23;4;30;27;2016/2017;4;28;2016/2017;10;87;3;30;2016/2017;4,21;28;2016/2017;4,5;28;2016/2017;3,82;28;2016/2017;3,79;28;2016/2017;4,26;27;2016/2017;26;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sundhedsteknologi;83270,83320,32070,31410;Kandidatuddannelse;Aalborg;1 år og 10 måneder;2;2013-2015;54;;;;;;;;;;Information og kommunikation;Offentlig administration forsvar og politi;Sundhed og socialvæsen;Øvrige brancher;38;14;12;36;69;2012-2014;242;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;32;36;0;32;22;2016/2017;39;22;2016/2017;28;37;;;Ingen data;;;Ingen data;48;16;16;8;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Andet;25;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Afsluttende opgave;Netværk;Gode karakterer;22;2016/2017;Tilegnelse af ny viden;Analytiske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Tekniske kompetencer;Evnen til at samarbejde;19;2016/2017;;;Ingen data;;;Ingen data;3,86;22;2016/2017;4,18;22;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;0;96;4;25;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/teknoantropologi;83520;Kandidatuddannelse;Aalborg;1 år og 10 måneder;14;2013-2015;96;Projektarbejde;Selvstudie;Forelæsninger;Gruppearbejde;Faglig vejledning fra din underviser;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,82;11;2016/2017;3,82;11;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,6;10;2016/2017;3,5;10;2016/2017;;;Ingen data;;;Ingen data;3,82;11;2016/2017;3,91;11;2016/2017;14;47;3;48;3;29;10;2016/2017;3,6;10;2016/2017;;;;;Ingen data;4;10;2016/2017;4;10;2016/2017;3,4;10;2016/2017;3,5;10;2016/2017;4,2;10;2016/2017;11;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/teknoantropologi;83520;Kandidatuddannelse;København SV;1 år og 10 måneder;14;2013-2015;96;Projektarbejde;Selvstudie;Forelæsninger;Gruppearbejde;Klasseundervisning;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,49;35;2016/2017;3,43;35;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,71;31;2016/2017;3,31;35;2016/2017;;;Ingen data;;;Ingen data;3,71;35;2016/2017;3,69;35;2016/2017;38;34;2;33;9;25;30;2016/2017;3,62;34;2016/2017;;;;;Ingen data;4,31;35;2016/2017;4,4;35;2016/2017;3,46;35;2016/2017;3,57;35;2016/2017;3,89;35;2016/2017;30;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/traadloese-kommunikationssystemer;52170;Kandidatuddannelse;Aalborg;1 år og 6 måneder;3;2013-2015;35;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/urbant-design;83220,8321;Kandidatuddannelse;Aalborg;2 år og 0 måneder;2;2013-2015;60;Gruppearbejde;Projektarbejde;Forelæsninger;Faglig vejledning fra din underviser;Selvstudie;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4;31;2016/2017;3,63;30;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,21;28;2016/2017;3,77;30;2016/2017;;;Ingen data;;;Ingen data;4,35;31;2016/2017;4,35;31;2016/2017;36;57;2;33;7;24;28;2016/2017;4,27;30;2016/2017;;;;;Ingen data;4,53;30;2016/2017;4,53;30;2016/2017;3,73;30;2016/2017;4,1;30;2016/2017;4,17;30;2016/2017;30;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/veje-og-trafik;83560;Kandidatuddannelse;Aalborg;1 år og 9 måneder;0;2013-2015;32;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/virksomhedsteknologi;31140,8331;Kandidatuddannelse;Aalborg;1 år og 11 måneder;11;2013-2015;90;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Klasseundervisning;;;;;Industri;Videnservice;Handel;Øvrige brancher;46;28;8;18;95;2012-2014;832;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;3;63;0;33;63;2016/2017;41;63;2016/2017;74;43;4,31;13;2016/2017;3,69;13;2016/2017;48;17;15;8;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg blev headhuntet;Jeg fik job gennem mit netværk;66;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Projekt i samarbejde med offentlig eller privat virksomhed;Gode karakterer;63;2016/2017;Tekniske kompetencer;Analytiske kompetencer;Evnen til at samarbejde;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;59;2016/2017;4,36;11;2016/2017;4;13;2016/2017;4,24;63;2016/2017;4,52;63;2016/2017;4,23;13;2016/2017;4,38;13;2016/2017;13;54;0;25;4;39;11;2016/2017;4,23;13;2016/2017;17;76;8;66;2016/2017;4,15;13;2016/2017;4,46;13;2016/2017;4;13;2016/2017;4,15;13;2016/2017;4,38;13;2016/2017;12;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/vision-grafik-og-interaktive-systemer;52180;Kandidatuddannelse;Aalborg;1 år og 7 måneder;0;2013-2015;28;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,08;13;2016/2017;3,77;13;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,25;12;2016/2017;3,92;13;2016/2017;;;Ingen data;;;Ingen data;4,08;13;2016/2017;4;13;2016/2017;13;52;0;23;6;32;12;2016/2017;4,31;13;2016/2017;;;;;Ingen data;4,15;13;2016/2017;4,31;13;2016/2017;3,69;13;2016/2017;3,54;13;2016/2017;4,62;13;2016/2017;12;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/bygningsinformatik;83590,834;Kandidatuddannelse;Aalborg;1 år og 10 måneder;32;2013-2015;135;;;;;;;;;;Videnservice;Bygge og anlæg;Offentlig administration forsvar og politi;Øvrige brancher;33;21;11;35;82;2012-2014;134;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/service-system-design;83170;Kandidatuddannelse;København SV;1 år og 11 måneder;12;2013-2015;43;Projektarbejde;Gruppearbejde;Forelæsninger;Øvelsestimer;Selvstudie;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,97;29;2016/2017;3,73;30;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,43;28;2016/2017;3,52;29;2016/2017;;;Ingen data;;;Ingen data;3,53;30;2016/2017;3,7;30;2016/2017;32;44;1;28;10;25;28;2016/2017;3,57;30;2016/2017;;;;;Ingen data;3,86;29;2016/2017;3,77;30;2016/2017;3,53;30;2016/2017;2,87;30;2016/2017;3,9;30;2016/2017;27;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/cituddannelser/It-design-og-applikationsudvikling;31071,3104;Kandidatuddannelse;Aalborg;;0;2013-2015;13;Projektarbejde;Selvstudie;Forelæsninger;Gruppearbejde;Klasseundervisning;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,5;16;2016/2017;3,5;16;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,93;14;2016/2017;3,59;17;2016/2017;;;Ingen data;;;Ingen data;3,75;16;2016/2017;3,81;16;2016/2017;21;48;1;30;5;23;15;2016/2017;3,88;16;2016/2017;;;;;Ingen data;3,94;17;2016/2017;4,13;16;2016/2017;3,56;16;2016/2017;3,41;17;2016/2017;4,06;17;2016/2017;14;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/idraetsteknologi;82570;Kandidatuddannelse;Aalborg;1 år og 9 måneder;11;2013-2015;37;Gruppearbejde;Projektarbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,86;14;2016/2017;3,71;14;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4;13;2016/2017;3,5;14;2016/2017;;;Ingen data;;;Ingen data;3,86;14;2016/2017;4,21;14;2016/2017;19;59;5;26;4;21;13;2016/2017;4;14;2016/2017;;;;;Ingen data;3,93;14;2016/2017;4,57;14;2016/2017;3,79;14;2016/2017;3,64;14;2016/2017;3,64;14;2016/2017;13;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/intelligent-reliable-systems;83070;Kandidatuddannelse;Esbjerg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/vaerdikaeder-og-teknisk-ledelse;82440;Kandidatuddannelse;København SV;;;Ingen data;;Projektarbejde;Selvstudie;Klasseundervisning;Forelæsninger;Gruppearbejde;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,65;20;2016/2017;3,4;20;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,89;19;2016/2017;3,75;20;2016/2017;;;Ingen data;;;Ingen data;3,95;20;2016/2017;3,75;20;2016/2017;24;41;2;32;12;27;19;2016/2017;3,95;20;2016/2017;;;;;Ingen data;4,35;20;2016/2017;4,3;20;2016/2017;3,5;20;2016/2017;3,65;20;2016/2017;4,3;20;2016/2017;20;2016/2017
